,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,area
18271,7311671447,10000,2008-01-01,ford,f150 4x4,like new,8,gas,1.0,clean,automatic,4wd,pickup,ne
18272,7311623775,13000,2011-01-01,bmw,x5 xdrive35i sport activity,excellent,6,gas,93236.0,clean,automatic,4wd,SUV,ne
18273,7311538828,4000,2006-01-01,honda,accord,good,4,gas,159000.0,clean,automatic,fwd,sedan,ne
18274,7311464852,20000,2015-01-01,bmw,335i,excellent,6,gas,85000.0,clean,automatic,rwd,sedan,ne
18275,7311443807,12995,2010-01-01,ram,1500 quad cab,excellent,8,gas,106000.0,clean,automatic,4wd,pickup,ne
18276,7311269393,33990,2012-01-01,mercedes-benz,e-class e 63 amg,good,8,gas,88107.0,clean,automatic,rwd,sedan,ne
18277,7311269262,38990,2013-01-01,chevrolet,corvette grand sport,good,8,gas,51525.0,clean,other,rwd,other,ne
18278,7311103261,5000,2009-01-01,ford,ranger xlt,good,6,gas,180000.0,clean,automatic,rwd,truck,ne
18279,7311096942,18000,2004-01-01,ford,f450 super duty,excellent,8,diesel,154000.0,clean,automatic,4wd,truck,ne
18280,7311021202,8500,2011-01-01,audi,a4 2.0t premium plus,excellent,4,gas,142113.0,clean,automatic,4wd,sedan,ne
18281,7310815773,5495,2010-01-01,honda,civic,new,4,gas,157000.0,clean,automatic,fwd,sedan,ne
18282,7310792466,3900,2007-01-01,honda,odyssey,good,6,gas,197000.0,clean,automatic,fwd,mini-van,ne
18283,7310774458,29590,2017-01-01,infiniti,qx60 3.5 sport utility,good,6,gas,31153.0,clean,other,fwd,other,ne
18284,7310654638,8200,2013-01-01,dodge,charger,excellent,8,gas,188000.0,clean,automatic,rwd,sedan,ne
18285,7310624964,25900,2017-01-01,bmw,x4,excellent,6,gas,123096.0,clean,automatic,4wd,wagon,ne
18286,7310624913,36900,2009-01-01,mercedes-benz,sl-class,excellent,8,gas,29984.0,clean,automatic,rwd,convertible,ne
18287,7310605802,4500,2009-01-01,subaru,legacy outback limited,excellent,4,gas,170000.0,clean,automatic,4wd,hatchback,ne
18288,7310525446,5500,2008-01-01,infiniti,g35x,excellent,6,gas,186000.0,clean,automatic,4wd,sedan,ne
18289,7310292047,8995,2008-01-01,lincoln,mkz,good,6,gas,76244.0,clean,automatic,fwd,sedan,ne
18290,7310247304,5995,2010-01-01,volkswagen,golf,good,5,gas,173000.0,clean,manual,fwd,hatchback,ne
18291,7310247295,4995,2011-01-01,ford,fiesta,good,4,gas,148000.0,clean,manual,fwd,hatchback,ne
18292,7310247270,6495,2009-01-01,honda,fit,good,4,gas,108000.0,clean,manual,fwd,hatchback,ne
18293,7310247273,6995,2013-01-01,ford,focus,good,4,gas,100500.0,clean,manual,fwd,hatchback,ne
18294,7310246897,7495,2009-01-01,kia,borrego,good,6,gas,163000.0,clean,automatic,4wd,SUV,ne
18295,7310246741,10995,2012-01-01,subaru,forester,good,4,gas,113000.0,clean,automatic,4wd,SUV,ne
18296,7310246719,7495,2014-01-01,hyundai,elantra,good,4,gas,140000.0,clean,automatic,fwd,sedan,ne
18297,7310246704,7495,2007-01-01,toyota,camry,good,4,gas,158900.0,clean,automatic,fwd,sedan,ne
18298,7310159801,6500,2007-01-01,mazda,cx-9,excellent,6,gas,118000.0,clean,automatic,4wd,SUV,ne
18299,7310151238,3900,2004-01-01,chevrolet,suburban 1500,excellent,8,gas,169000.0,clean,automatic,4wd,truck,ne
18300,7310082615,21900,2016-01-01,volvo,xc60,excellent,5,gas,64569.0,clean,automatic,4wd,wagon,ne
