,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,area
59507,7315439133,15399,2012-01-01,mercedes-benz,c-class,excellent,6,gas,98087.0,clean,automatic,4wd,sedan,west
59508,7315439003,10822,2009-01-01,nissan,altima,excellent,6,gas,87865.0,clean,automatic,fwd,coupe,west
59509,7315438809,11997,2013-01-01,kia,soul,excellent,4,gas,98858.0,clean,automatic,fwd,hatchback,west
59510,7315438705,20989,2014-01-01,bmw,5 series,excellent,6,gas,82433.0,clean,automatic,rwd,sedan,west
59511,7315438597,15593,2013-01-01,toyota,rav4,excellent,4,gas,103938.0,clean,automatic,fwd,SUV,west
59512,7315438472,14599,2012-01-01,bmw,3 series,excellent,6,gas,91448.0,clean,automatic,4wd,coupe,west
59513,7315438352,13990,2017-01-01,ford,focus,excellent,3,gas,33032.0,clean,automatic,fwd,sedan,west
59514,7315433240,16500,2014-01-01,nissan,rogue,excellent,4,gas,110000.0,clean,automatic,fwd,SUV,west
59515,7315429391,4500,2006-01-01,honda,pilot,good,6,gas,194000.0,clean,automatic,rwd,SUV,west
59516,7315422826,11000,2011-01-01,bmw,328i,excellent,6,gas,82000.0,clean,automatic,rwd,coupe,west
59517,7315418739,14999,2001-01-01,jeep,wrangler,fair,4,gas,114782.0,clean,manual,4wd,offroad,west
59518,7315413764,8500,2013-01-01,honda,civic lx,like new,4,gas,120000.0,clean,automatic,fwd,sedan,west
59519,7315411538,3500,2001-01-01,toyota,corolla ce,like new,4,gas,133517.0,clean,automatic,fwd,sedan,west
59520,7315407629,9500,2006-01-01,dodge,charger r/t,like new,8,gas,81200.0,clean,automatic,rwd,sedan,west
59521,7315401528,8999,2005-01-01,bmw,z4 convertible,like new,6,gas,111308.0,clean,automatic,rwd,convertible,west
59522,7315399227,8495,2012-01-01,kia,soul +,excellent,4,gas,98400.0,clean,automatic,fwd,sedan,west
59523,7315398998,35000,2013-01-01,gmc,sierra 3500 denali,excellent,0,diesel,115646.0,clean,automatic,4wd,truck,west
59524,7315398592,8995,2015-01-01,dodge,dart,excellent,4,gas,84400.0,clean,automatic,fwd,sedan,west
59525,7315397832,1500,2014-01-01,chrysler,300,good,6,gas,85571.0,clean,automatic,rwd,sedan,west
59526,7315392250,5500,2008-01-01,nissan,sentra s,like new,4,gas,131520.0,clean,automatic,fwd,sedan,west
59527,7315388318,20000,2006-01-01,ford,f-250 super duty,excellent,8,diesel,75000.0,clean,automatic,4wd,truck,west
59528,7315387077,4999,2006-01-01,nissan,quest s,like new,6,gas,123245.0,clean,automatic,fwd,mini-van,west
59529,7315375756,7900,2002-01-01,acura,2002 rsx type s,good,4,gas,95861.0,clean,manual,fwd,coupe,west
59530,7315371793,15990,2015-01-01,mazda,5,excellent,4,gas,89700.0,clean,automatic,rwd,SUV,west
59531,7315354362,26990,2017-01-01,nissan,titan single cab sv,good,8,gas,41335.0,clean,other,4wd,pickup,west
59532,7315348535,24990,2014-01-01,mercedes-benz,glk-class glk 350,good,6,gas,30031.0,clean,other,rwd,other,west
59533,7315348425,29990,2019-01-01,toyota,avalon xse sedan 4d,good,6,other,15101.0,clean,other,fwd,sedan,west
59534,7315347376,5500,2009-01-01,volkswagen,passat komfort,excellent,6,gas,132000.0,clean,automatic,fwd,sedan,west
59535,7315341145,7900,2011-01-01,lincoln,mkz,excellent,6,gas,111000.0,clean,automatic,fwd,sedan,west
59536,7315334031,13500,2003-01-01,ford,thunderbird convertible,like new,8,gas,90000.0,clean,automatic,rwd,convertible,west
59537,7315269460,39999,2015-01-01,toyota,tundra 4wd truck,excellent,8,gas,42000.0,clean,automatic,rwd,truck,west
59538,7315197335,10100,2017-01-01,ford,focus,like new,4,gas,76500.0,clean,automatic,fwd,sedan,west
59539,7315187750,26000,2010-01-01,ford,f-350,excellent,8,diesel,158000.0,clean,automatic,4wd,pickup,west
59540,7315182085,33000,2015-01-01,lexus,rcf,good,8,gas,30000.0,rebuilt,automatic,rwd,coupe,west
59541,7315181669,13500,2016-01-01,volkswagen,golf sportwagen tsi s,excellent,4,gas,52200.0,clean,automatic,fwd,wagon,west
59542,7315164054,7500,2014-01-01,hyundai,tucson,good,4,gas,108000.0,rebuilt,automatic,fwd,SUV,west
59543,7315161589,7700,2017-01-01,hyundai,accent,good,4,gas,128000.0,clean,automatic,fwd,sedan,west
59544,7315147581,29500,2010-01-01,chevrolet,express awd van,excellent,8,gas,66000.0,clean,automatic,4wd,van,west
59545,7315145617,11900,2015-01-01,nissan,altima,excellent,4,gas,107836.0,clean,automatic,fwd,sedan,west
59546,7315145519,17900,2014-01-01,volvo,xc90,excellent,6,gas,79637.0,clean,automatic,fwd,SUV,west
59547,7315145420,10900,2013-01-01,nissan,altima,excellent,4,gas,112682.0,clean,automatic,fwd,sedan,west
59548,7315145326,10900,2011-01-01,ford,edge,excellent,6,gas,88394.0,clean,automatic,fwd,sedan,west
59549,7315145226,11900,2010-01-01,bmw,5-series,excellent,6,gas,93153.0,clean,automatic,rwd,sedan,west
59550,7315145133,17900,2012-01-01,bmw,6-series,excellent,6,gas,101443.0,clean,manual,rwd,convertible,west
59551,7315145029,12900,2009-01-01,mercedes-benz,m-class,excellent,6,gas,85868.0,clean,automatic,rwd,SUV,west
59552,7315144928,22900,2013-01-01,lexus,rx 450h,excellent,6,hybrid,35474.0,clean,automatic,fwd,SUV,west
59553,7315121531,5000,2005-01-01,infiniti,g35,fair,6,gas,128000.0,clean,automatic,rwd,coupe,west
59554,7315113903,14900,2013-01-01,lexus,gs 350,excellent,6,gas,121000.0,clean,automatic,rwd,sedan,west
59555,7315097711,3000,2008-01-01,toyota,scion tc,good,4,gas,179000.0,clean,automatic,fwd,coupe,west
59556,7315051099,17000,2012-01-01,cadillac,escalade esv,like new,8,gas,120000.0,clean,automatic,4wd,SUV,west
59557,7315037358,28990,2012-01-01,bmw,m3 convertible 2d,good,8,gas,70703.0,clean,other,rwd,other,west
59558,7315033915,1500,2014-01-01,chrysler,300,good,6,gas,85571.0,clean,automatic,rwd,sedan,west
59559,7315026670,39990,2019-01-01,nissan,370z nismo coupe 2d,good,6,gas,8373.0,clean,other,rwd,coupe,west
59560,7315021215,29990,2012-01-01,toyota,fj cruiser sport utility,good,6,gas,103360.0,clean,other,4wd,other,west
59561,7315021217,28590,2016-01-01,lincoln,mkx reserve sport,good,6,gas,46974.0,clean,other,fwd,other,west
59562,7315018455,10500,2018-01-01,nissan,altima 2.5,excellent,4,gas,102000.0,clean,automatic,fwd,sedan,west
59563,7315016127,7800,2012-01-01,chrysler,town and country,like new,6,gas,150000.0,clean,automatic,fwd,mini-van,west
59564,7315015317,8300,2008-01-01,pontiac,solstice,excellent,4,gas,91827.0,clean,automatic,rwd,convertible,west
59565,7315012056,9900,2012-01-01,honda,accord ex sedan,like new,4,gas,125897.0,clean,automatic,fwd,sedan,west
59566,7315010364,22990,2015-01-01,chevrolet,camaro lt coupe 2d,good,6,gas,21433.0,clean,other,rwd,coupe,west
59567,7314995924,4850,2009-01-01,dodge,caliber sxt,excellent,4,gas,116349.0,clean,automatic,fwd,hatchback,west
59568,7314995687,7900,2007-01-01,audi,a4 quattro,good,6,gas,110000.0,clean,automatic,4wd,hatchback,west
59569,7314994457,15000,2012-01-01,cadillac,cts4 awd,excellent,6,gas,65000.0,clean,automatic,4wd,sedan,west
59570,7314987601,35990,2021-01-01,jeep,wrangler sport suv 2d,good,6,gas,2600.0,clean,other,4wd,other,west
59571,7314967384,10900,2011-01-01,cadillac,cts,excellent,6,gas,112000.0,clean,automatic,fwd,sedan,west
59572,7314965344,31890,2014-01-01,chevrolet,silverado 1500,excellent,8,gas,32250.0,clean,automatic,4wd,pickup,west
59573,7314964480,1000,2010-01-01,hyundai,santa fe,good,4,gas,94970.0,clean,automatic,fwd,SUV,west
59574,7314953173,15554,2013-01-01,bmw,3 series,excellent,4,gas,90935.0,clean,manual,rwd,sedan,west
59575,7314953039,14998,2013-01-01,bmw,3 series,excellent,6,gas,115335.0,clean,manual,rwd,coupe,west
59576,7314952901,23998,2017-01-01,bmw,3 series,excellent,4,gas,38330.0,clean,automatic,rwd,sedan,west
59577,7314952737,18997,2013-01-01,bmw,3 series,excellent,6,gas,67648.0,clean,manual,rwd,coupe,west
59578,7314952535,14999,2016-01-01,ford,escape,excellent,4,gas,97867.0,clean,automatic,fwd,SUV,west
59579,7314952336,15636,2014-01-01,nissan,juke,excellent,4,gas,53182.0,clean,automatic,4wd,SUV,west
59580,7314952180,21997,2014-01-01,cadillac,ats,excellent,4,gas,8628.0,clean,automatic,rwd,sedan,west
59581,7314951994,16987,2020-01-01,hyundai,elantra,excellent,4,gas,41365.0,clean,automatic,fwd,sedan,west
59582,7314946301,34990,2018-01-01,jeep,wrangler unlimited sport,good,6,gas,26285.0,clean,other,4wd,other,west
59583,7314939279,4500,2005-01-01,toyota,corolla ce,excellent,4,gas,135000.0,clean,automatic,fwd,sedan,west
59584,7314934984,14900,2017-01-01,dodge,grand caravan,excellent,6,gas,98000.0,clean,automatic,fwd,mini-van,west
59585,7314924736,11999,2014-01-01,ford,fusion energi,excellent,4,hybrid,72300.0,clean,automatic,fwd,sedan,west
59586,7314923743,7000,2008-01-01,ford,edge limited,excellent,6,gas,150000.0,clean,automatic,4wd,SUV,west
59587,7314922288,31590,2016-01-01,dodge,challenger r/t plus shaker,good,8,other,27440.0,clean,other,rwd,coupe,west
59588,7314905900,6750,2009-01-01,toyota,prius touring,like new,4,hybrid,130836.0,clean,automatic,fwd,hatchback,west
59589,7314888461,19995,2013-01-01,chevrolet,silverado 2500hd,excellent,8,gas,140441.0,clean,automatic,rwd,pickup,west
59590,7314888081,26995,2019-01-01,chevrolet,colorado,excellent,4,gas,34324.0,clean,automatic,rwd,pickup,west
59591,7314875940,8995,2016-01-01,kia,soul,excellent,4,gas,105500.0,clean,automatic,fwd,hatchback,west
59592,7314875483,8995,2014-01-01,hyundai,elantra gt hatchback 4d,excellent,4,gas,96200.0,clean,automatic,fwd,hatchback,west
59593,7314871508,9900,2008-01-01,toyota,highlander limited awd,excellent,6,gas,150000.0,clean,automatic,4wd,SUV,west
59594,7314862726,4500,2003-01-01,bmw,z4 3.0i,good,6,gas,58000.0,salvage,automatic,rwd,convertible,west
59595,7314854025,12800,2007-01-01,chevrolet,silverado 1500,excellent,8,gas,129000.0,clean,automatic,fwd,truck,west
59596,7314847356,399,2011-01-01,chevrolet,camaro,good,6,gas,115011.0,clean,automatic,rwd,coupe,west
59597,7314843735,8300,2013-01-01,nissan,juke,like new,4,gas,95500.0,clean,automatic,fwd,sedan,west
59598,7314832003,100,2015-01-01,mercedes-benz,c-class,excellent,6,gas,100000.0,clean,automatic,4wd,sedan,west
59599,7314827681,11300,2015-01-01,chrysler,200 limited,good,4,gas,76500.0,clean,automatic,fwd,sedan,west
59600,7314788409,38500,2016-01-01,gmc,sierra 1500 denali,excellent,8,gas,87323.0,clean,automatic,4wd,truck,west
59601,7314737249,26590,2014-01-01,lexus,is 350 sedan 4d,good,6,gas,45318.0,clean,other,rwd,sedan,west
59602,7314703581,20000,2005-01-01,ram,2500,good,8,gas,126000.0,clean,automatic,4wd,truck,west
59603,7314703216,36500,2011-01-01,ford,f350 super duty,excellent,8,diesel,116500.0,clean,automatic,4wd,truck,west
59604,7314680755,10900,2012-01-01,chrysler,town & country touring,like new,6,gas,79205.0,clean,automatic,fwd,mini-van,west
59605,7314673688,6500,2013-01-01,ford,focus se,excellent,4,gas,116000.0,clean,automatic,fwd,sedan,west
59606,7314669535,23900,2010-01-01,mercedes-benz,s-class,excellent,8,gas,60868.0,clean,automatic,rwd,sedan,west
59607,7314669442,24900,2018-01-01,toyota,camry,excellent,4,gas,24338.0,clean,automatic,fwd,sedan,west
59608,7314669362,12900,2011-01-01,bmw,3-series,excellent,6,gas,73630.0,clean,automatic,rwd,coupe,west
59609,7314669207,23900,2014-01-01,bmw,7-series,excellent,6,gas,69779.0,clean,automatic,rwd,sedan,west
59610,7314669147,21900,2013-01-01,rover,sport,excellent,8,gas,84970.0,clean,automatic,4wd,SUV,west
59611,7314669056,6900,2011-01-01,mini,cooper hardtop,excellent,4,gas,117391.0,clean,automatic,fwd,coupe,west
59612,7314668979,27900,2014-01-01,infiniti,qx80,excellent,8,gas,81431.0,clean,automatic,rwd,SUV,west
59613,7314667338,80000,2019-01-01,ford,f350 lariat,like new,8,diesel,23179.0,clean,automatic,4wd,truck,west
59614,7314664199,7300,2002-01-01,bmw,525i,excellent,6,gas,90000.0,clean,automatic,rwd,sedan,west
59615,7314653707,5200,2003-01-01,cadillac,escalade,good,8,gas,162000.0,clean,automatic,4wd,SUV,west
59616,7314650712,1000,2007-01-01,honda,accord,good,6,gas,112744.0,clean,automatic,fwd,sedan,west
59617,7314650216,4399,2012-01-01,nissan,sentra,good,4,gas,165000.0,clean,automatic,rwd,sedan,west
59618,7314645880,3900,2005-01-01,infiniti,g35,excellent,6,gas,151000.0,clean,automatic,rwd,sedan,west
59619,7314636466,44500,2014-01-01,ford,f150 raptor,good,8,gas,98500.0,clean,automatic,4wd,truck,west
59620,7314628861,16900,2017-01-01,hyundai,elantra,excellent,4,gas,49500.0,clean,automatic,fwd,sedan,west
